CLM_DTL_ID,CLMT_HIRE_DT,CLMT_JOB_TTL,CLMT_JOB_TYP,CLMT_DISAB_BGN_DT,CLMT_AVG_WKLY_WAGE,WORK_LOC,INDUSTRY,JOB_DESC,WORK_ENVIRONMENT,SUPERVISOR_NAME,REPORTING_CHANNEL,EMPLOYMENT_STATUS
2926,2007-03-29,Warehouse Worker,Full-time,2008-01-15,7660.83,Huberberg,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Mandy Warren,Phone,Active
2927,2015-09-02,Cashier,Full-time,2016-06-01,5815.14,Andersonborough,Transportation,Cashier responsible for various operational tasks.,On-site,Troy Stout,Phone,Active
2928,2016-07-14,Software Engineer,Full-time,2017-07-05,3399.98,Pittsfurt,Finance,Software Engineer responsible for various operational tasks.,On-site,Catherine Allen,Phone,Active
2929,2009-06-22,Warehouse Worker,Full-time,2009-12-31,3340.64,North Stacey,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Ronald Nichols,Email,Active
2930,2019-09-18,Software Engineer,Part-time,2020-01-05,1026.21,Calderonmouth,Transportation,Software Engineer responsible for various operational tasks.,Hybrid,Angela Ashley,Email,Active
2931,2012-12-12,Cashier,Full-time,2013-05-19,3744.61,East Arielborough,Hospitality,Cashier responsible for various operational tasks.,On-site,Amy Potter,Web,Active
2932,2008-04-13,Software Engineer,Full-time,2008-06-29,4280.71,Port Ronaldville,Transportation,Software Engineer responsible for various operational tasks.,On-site,Angel Diaz,Email,Active
2933,2006-12-03,Office Clerk,Full-time,2007-03-02,2627.02,North Chelseaburgh,Transportation,Office Clerk responsible for various operational tasks.,Remote,Yvonne Horn,Phone,Active
2934,2007-12-12,Warehouse Worker,Full-time,2008-09-19,5085.15,Diazton,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Valerie Howell,Phone,Active
2935,2024-09-21,Security Guard,Full-time,2024-11-23,4883.37,New Ryan,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Danielle Ball,Email,Active
2936,2020-03-26,Mechanic,Full-time,2020-05-23,2641.57,Cisnerosborough,Hospitality,Mechanic responsible for various operational tasks.,On-site,Debbie Knight,Email,Active
2937,2016-09-14,Warehouse Worker,Full-time,2017-04-05,7836.15,Lake Danielleberg,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Kevin Wright,Phone,Active
2938,2022-10-07,Software Engineer,Part-time,2022-10-31,6655.16,Whitakerview,Finance,Software Engineer responsible for various operational tasks.,Hybrid,Priscilla Norman,Email,Active
2939,2021-12-21,Sales Associate,Full-time,2022-04-05,3879.68,East Deanna,Transportation,Sales Associate responsible for various operational tasks.,On-site,Kimberly Palmer,Web,Active
2940,2022-04-02,Office Clerk,Full-time,2023-01-19,1721.44,South Christian,Transportation,Office Clerk responsible for various operational tasks.,Remote,Sheila Aguilar DDS,Web,Active
2941,2014-03-29,Office Clerk,Part-time,2015-03-01,1763.91,Pamelafurt,Construction,Office Clerk responsible for various operational tasks.,Remote,Nathaniel Pierce,Email,Active
2942,2010-06-30,Sales Associate,Full-time,2011-05-18,801.11,New Jennifer,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,James Woodard,Web,Active
2943,2018-09-21,Mechanic,Full-time,2019-02-28,5184.77,Ericside,Finance,Mechanic responsible for various operational tasks.,On-site,Phyllis Washington,Email,Active
2944,2006-09-16,Warehouse Worker,Part-time,2006-11-16,1509.94,West Michelle,Retail,Warehouse Worker responsible for various operational tasks.,Hybrid,Matthew Brown,Email,Active
2945,2019-02-09,Cashier,Full-time,2020-02-08,7721.27,Heathertown,Transportation,Cashier responsible for various operational tasks.,On-site,Erica Edwards,Email,Active
2946,2020-05-11,Mechanic,Full-time,2021-02-06,4431.77,Gallegostown,Transportation,Mechanic responsible for various operational tasks.,On-site,Melissa Patel,Phone,Terminated
2947,2016-04-28,Sales Associate,Full-time,2016-07-06,7172.01,East Brittanyview,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Jessica Thompson,Web,Active
2948,2019-01-15,Security Guard,Full-time,2019-03-16,6246.32,North Reneetown,Transportation,Security Guard responsible for various operational tasks.,On-site,Breanna Lambert,Email,Active
2949,2024-04-25,Warehouse Worker,Full-time,2024-08-15,5162.95,Ibarraville,Transportation,Warehouse Worker responsible for various operational tasks.,Hybrid,Christopher Gonzalez MD,Email,Active
2950,2017-11-26,Warehouse Worker,Full-time,2018-06-22,1740.81,Lake Marcusbury,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Ashley Cameron,Web,Active
2951,2017-05-07,Office Clerk,Full-time,2018-03-03,2891.4,Nicolefort,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Luis Martinez,Phone,Active
2952,2014-12-28,Warehouse Worker,Full-time,2015-05-31,2098.84,South Darrell,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Benjamin Lopez,Phone,Active
2953,2006-06-11,Security Guard,Full-time,2006-09-02,2982.34,Taylorchester,Construction,Security Guard responsible for various operational tasks.,On-site,Cassandra Chavez,Email,Active
2954,2018-03-18,Software Engineer,Full-time,2018-07-24,7753.41,Stephensfurt,Transportation,Software Engineer responsible for various operational tasks.,On-site,Kevin Church,Web,Active
2955,2018-12-15,Software Engineer,Part-time,2018-12-20,3331.23,North Coryfort,Technology,Software Engineer responsible for various operational tasks.,Remote,Bryan Carpenter,Email,Active
2956,2020-12-25,Software Engineer,Full-time,2021-09-23,4714.81,Perryberg,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Diana Miller,Phone,Active
2957,2008-11-18,Nurse,Full-time,2009-09-06,3106.5,Harrismouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Brenda Ingram,Email,Active
2958,2012-09-23,Warehouse Worker,Part-time,2012-11-30,7496.09,New Anthony,Technology,Warehouse Worker responsible for various operational tasks.,Hybrid,Jade Young,Web,Active
2959,2021-11-20,Software Engineer,Full-time,2022-05-30,1368.9,South Andrew,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Laura Simmons,Phone,Active
2960,2014-08-04,Software Engineer,Full-time,2014-11-16,2895.67,Port Joseph,Technology,Software Engineer responsible for various operational tasks.,On-site,Angela Martinez,Email,Active
2961,2011-05-22,Mechanic,Full-time,2012-04-14,2994.47,West Robert,Retail,Mechanic responsible for various operational tasks.,Remote,Erin Miles,Web,Active
2962,2014-08-05,Mechanic,Full-time,2014-09-09,1848.38,East Donald,Hospitality,Mechanic responsible for various operational tasks.,On-site,Melissa Strickland,Phone,Active
2963,2006-06-28,Security Guard,Part-time,2007-01-15,4126.3,Jennaborough,Construction,Security Guard responsible for various operational tasks.,Remote,Kevin Hernandez,Phone,Active
2964,2009-11-11,Warehouse Worker,Full-time,2010-07-20,5307.82,East Sheilatown,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Monica Burnett,Email,Active
2965,2021-09-07,Mechanic,Full-time,2021-09-02,5715.73,Port Jennifer,Finance,Mechanic responsible for various operational tasks.,On-site,Carla Rodriguez,Web,Active
2966,2024-01-19,Nurse,Full-time,2024-08-05,1527.97,Jameshaven,Healthcare,Nurse responsible for various operational tasks.,On-site,Jennifer Villegas,Web,Active
2967,2013-01-19,Nurse,Full-time,2013-11-09,7477.3,Coxland,Healthcare,Nurse responsible for various operational tasks.,On-site,Karen Steele,Web,Active
2968,2006-09-02,Cashier,Full-time,2007-08-15,668.35,Glendaton,Manufacturing,Cashier responsible for various operational tasks.,On-site,Madeline Clark,Email,Active
2969,2022-08-04,Security Guard,Part-time,2022-07-29,746.89,West Travistown,Healthcare,Security Guard responsible for various operational tasks.,On-site,Mr. Eric Price,Email,Active
2970,2013-10-13,Mechanic,Full-time,2014-08-20,2282.03,West Marissamouth,Construction,Mechanic responsible for various operational tasks.,On-site,Teresa Blanchard,Web,Active
2971,2016-08-08,Software Engineer,Part-time,2016-07-28,4776.86,Port Jeremyville,Technology,Software Engineer responsible for various operational tasks.,On-site,Alexander Moore,Web,Active
2972,2023-02-04,Security Guard,Full-time,2023-12-24,3779.58,Lake Melissa,Construction,Security Guard responsible for various operational tasks.,On-site,James Conrad,Web,Active
2973,2018-11-21,Mechanic,Full-time,2019-10-15,5143.37,Lindseyview,Hospitality,Mechanic responsible for various operational tasks.,On-site,Alyssa Bridges MD,Phone,Active
2974,2010-08-06,Sales Associate,Full-time,2011-07-26,4440.28,Williammouth,Finance,Sales Associate responsible for various operational tasks.,On-site,Craig Gonzalez,Web,Active
2975,2016-11-02,Nurse,Part-time,2016-11-22,2754.33,Floresmouth,Manufacturing,Nurse responsible for various operational tasks.,On-site,Belinda Hernandez,Email,Active
2976,2007-05-15,Mechanic,Full-time,2008-05-08,4249.36,Smithland,Finance,Mechanic responsible for various operational tasks.,On-site,John Dawson,Phone,Active
2977,2020-11-15,Cashier,Full-time,2021-04-18,789.98,Monicashire,Finance,Cashier responsible for various operational tasks.,On-site,Wayne Hardy,Email,Active
2978,2012-10-17,Office Clerk,Full-time,2013-02-16,2400.17,Lake Jennifer,Transportation,Office Clerk responsible for various operational tasks.,On-site,Adam Jordan,Phone,Active
2979,2021-08-03,Nurse,Full-time,2022-04-21,3148.11,Port Davidberg,Manufacturing,Nurse responsible for various operational tasks.,Hybrid,Jessica Dudley,Email,Active
2980,2008-07-02,Cashier,Full-time,2009-01-19,5906.19,South Jenniferland,Finance,Cashier responsible for various operational tasks.,On-site,Ivan Henderson DVM,Phone,Active
2981,2012-02-17,Software Engineer,Part-time,2012-01-31,1400.1,Port Douglaschester,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Michelle Vang,Web,Terminated
2982,2008-01-20,Security Guard,Full-time,2008-06-27,4132.76,Kennethmouth,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Janice Dunn,Email,Active
2983,2006-06-18,Software Engineer,Full-time,2007-03-27,2934.32,Matatown,Technology,Software Engineer responsible for various operational tasks.,On-site,Tiffany King,Email,Active
2984,2013-06-01,Software Engineer,Full-time,2013-09-19,3396.4,Lake Charlesburgh,Construction,Software Engineer responsible for various operational tasks.,On-site,Bryce Wall,Phone,Active
2985,2010-04-03,Software Engineer,Part-time,2010-03-25,5729.56,Port Justinberg,Construction,Software Engineer responsible for various operational tasks.,On-site,Paul Noble,Phone,Active
2986,2018-05-01,Sales Associate,Full-time,2018-07-07,5748.72,Tommouth,Healthcare,Sales Associate responsible for various operational tasks.,On-site,Holly Simmons,Phone,Active
2987,2007-01-12,Security Guard,Full-time,2007-10-01,5272.27,New Douglas,Hospitality,Security Guard responsible for various operational tasks.,On-site,Sherri Peck,Email,Active
2988,2014-10-25,Office Clerk,Full-time,2015-07-27,2256.27,Benjaminchester,Construction,Office Clerk responsible for various operational tasks.,On-site,Laura Ortiz,Phone,Active
2989,2010-11-25,Sales Associate,Full-time,2011-04-06,4293.24,East Kenneth,Transportation,Sales Associate responsible for various operational tasks.,On-site,Philip Anderson,Email,Active
2990,2023-02-09,Warehouse Worker,Full-time,2023-08-05,5861.32,West Stephanieton,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Craig Ward,Web,Active
2991,2009-05-30,Software Engineer,Full-time,2010-04-08,5967.0,Thomasport,Construction,Software Engineer responsible for various operational tasks.,On-site,Jessica Daniels,Email,Active
2992,2008-09-15,Warehouse Worker,Full-time,2008-11-01,3702.16,Salazarfort,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Joshua Little,Email,Active
2993,2024-11-23,Sales Associate,Full-time,2025-07-21,5204.7,Juliechester,Hospitality,Sales Associate responsible for various operational tasks.,On-site,Christina Estrada,Phone,Active
2994,2015-07-04,Office Clerk,Full-time,2016-01-13,6307.0,South Suzannefort,Transportation,Office Clerk responsible for various operational tasks.,On-site,Paul Brown,Email,Active
2995,2008-01-08,Cashier,Full-time,2008-02-17,7722.35,Lynnhaven,Transportation,Cashier responsible for various operational tasks.,On-site,Sabrina Knox,Phone,Active
2996,2021-08-19,Mechanic,Full-time,2021-08-28,5196.61,Dawnhaven,Healthcare,Mechanic responsible for various operational tasks.,Remote,Brenda Cameron,Web,Active
2997,2008-08-16,Office Clerk,Full-time,2009-05-31,5315.1,Markview,Technology,Office Clerk responsible for various operational tasks.,On-site,Jason Davis,Email,Active
2998,2022-06-16,Security Guard,Part-time,2022-06-27,3568.92,East Leah,Construction,Security Guard responsible for various operational tasks.,Remote,William Velasquez DDS,Web,Active
2999,2007-11-09,Cashier,Full-time,2008-05-06,3143.64,Lake Christopher,Transportation,Cashier responsible for various operational tasks.,On-site,Mrs. Elizabeth Johnston,Web,Active
3000,2011-12-05,Software Engineer,Full-time,2012-11-13,3537.48,Armstrongfurt,Construction,Software Engineer responsible for various operational tasks.,On-site,Brett Brown,Phone,Active
3001,2016-10-08,Security Guard,Full-time,2017-03-09,1234.54,East Karenchester,Transportation,Security Guard responsible for various operational tasks.,On-site,Wayne Howard,Phone,Active
3002,2006-09-22,Cashier,Part-time,2007-04-03,1236.57,Lake Ericchester,Transportation,Cashier responsible for various operational tasks.,On-site,Jessica Evans,Phone,Active
3003,2016-09-16,Cashier,Part-time,2017-01-01,1578.99,Port Jessicastad,Technology,Cashier responsible for various operational tasks.,Hybrid,Jeffery Ward,Email,Active
3004,2018-08-16,Warehouse Worker,Full-time,2019-06-01,1493.74,East Amanda,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Monique Gray,Phone,Active
3005,2006-06-17,Office Clerk,Full-time,2006-12-18,3160.44,Hernandezborough,Technology,Office Clerk responsible for various operational tasks.,On-site,Ann Lara,Web,Active
3006,2022-05-25,Software Engineer,Full-time,2022-12-07,6809.2,North Christine,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Angela Walker,Phone,Active
3007,2006-03-09,Software Engineer,Full-time,2006-08-08,5024.85,West Olivia,Manufacturing,Software Engineer responsible for various operational tasks.,On-site,Darlene Solis,Email,Active
3008,2018-03-18,Cashier,Part-time,2018-08-08,6280.8,Kingbury,Healthcare,Cashier responsible for various operational tasks.,On-site,Shannon Wilson,Email,Terminated
3009,2008-07-30,Warehouse Worker,Part-time,2009-01-08,1659.56,North Jose,Construction,Warehouse Worker responsible for various operational tasks.,Remote,Madeline Stevenson,Email,Active
3010,2014-10-15,Office Clerk,Full-time,2015-02-16,5739.6,Gibbsmouth,Technology,Office Clerk responsible for various operational tasks.,On-site,Lisa Schneider,Email,Active
3011,2018-12-05,Warehouse Worker,Full-time,2019-09-27,3699.69,Lake Drewfurt,Transportation,Warehouse Worker responsible for various operational tasks.,Remote,Kathleen Cook,Phone,Active
3012,2008-07-14,Office Clerk,Full-time,2009-02-10,2135.69,Olsontown,Manufacturing,Office Clerk responsible for various operational tasks.,On-site,Ashley Hammond,Email,Active
3013,2019-04-04,Software Engineer,Full-time,2020-03-20,3417.96,New Nicoleborough,Technology,Software Engineer responsible for various operational tasks.,On-site,Rebecca Lam,Phone,Active
3014,2011-01-06,Warehouse Worker,Full-time,2012-01-02,7240.3,Whitneyton,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,Laura Ware,Email,Active
3015,2016-10-22,Cashier,Full-time,2017-03-04,3066.3,Richardtown,Healthcare,Cashier responsible for various operational tasks.,On-site,Tara Davenport,Email,Active
3016,2017-04-02,Software Engineer,Full-time,2018-03-06,4899.19,New Mary,Manufacturing,Software Engineer responsible for various operational tasks.,On-site,Pamela Livingston,Email,Active
3017,2006-06-03,Nurse,Full-time,2007-05-01,4368.02,West Natalie,Healthcare,Nurse responsible for various operational tasks.,On-site,Eric Brown,Email,Active
3018,2019-10-09,Cashier,Part-time,2020-09-12,3202.99,North Briantown,Technology,Cashier responsible for various operational tasks.,Remote,Christian Merritt,Email,Active
3019,2013-01-26,Office Clerk,Full-time,2013-01-25,5890.22,North Michael,Construction,Office Clerk responsible for various operational tasks.,Remote,Christopher Stein,Phone,Active
3020,2009-06-14,Warehouse Worker,Full-time,2009-12-07,7123.82,Andersonmouth,Finance,Warehouse Worker responsible for various operational tasks.,On-site,Sarah Wilson,Email,Active
3021,2006-07-27,Cashier,Full-time,2007-06-20,1461.91,Lake Tiffanyshire,Retail,Cashier responsible for various operational tasks.,On-site,Pamela Morales,Phone,Active
3022,2008-03-14,Software Engineer,Full-time,2008-03-04,4975.82,Port Paigeberg,Finance,Software Engineer responsible for various operational tasks.,Remote,Gregory Hill,Email,Terminated
3023,2016-07-11,Cashier,Full-time,2016-09-27,4965.87,East Collinside,Technology,Cashier responsible for various operational tasks.,Hybrid,Kelly Ramirez,Phone,Active
3024,2025-04-05,Software Engineer,Full-time,2025-07-06,4239.68,Theresachester,Technology,Software Engineer responsible for various operational tasks.,On-site,Heather Garrett,Email,Active
3025,2006-07-24,Mechanic,Full-time,2006-11-14,1376.85,Williamshaven,Manufacturing,Mechanic responsible for various operational tasks.,Remote,Donna Shea,Email,Active
3026,2018-06-25,Cashier,Full-time,2018-09-19,6396.26,Wallaceview,Manufacturing,Cashier responsible for various operational tasks.,On-site,Brian Bush,Phone,Active
3027,2022-09-15,Nurse,Part-time,2022-09-14,2130.67,Joyceview,Transportation,Nurse responsible for various operational tasks.,Remote,Brenda Davis,Phone,Terminated
3028,2017-12-06,Cashier,Part-time,2017-12-16,5992.76,Port Thomasberg,Healthcare,Cashier responsible for various operational tasks.,Remote,Melissa Leonard,Web,Active
3029,2015-12-13,Security Guard,Full-time,2016-03-02,4972.82,South Michellehaven,Retail,Security Guard responsible for various operational tasks.,On-site,Angela Davis,Web,Active
3030,2016-09-17,Cashier,Full-time,2017-06-01,4199.69,Simmonsberg,Manufacturing,Cashier responsible for various operational tasks.,On-site,Brittany James,Phone,Active
3031,2013-07-02,Warehouse Worker,Full-time,2014-03-17,5418.76,Danielleview,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Joshua Anderson,Email,Active
3032,2022-08-08,Mechanic,Full-time,2022-11-27,3448.83,Port Ashley,Manufacturing,Mechanic responsible for various operational tasks.,On-site,Alicia Vargas,Web,Active
3033,2017-09-18,Nurse,Full-time,2018-02-23,6540.18,Chapmanport,Healthcare,Nurse responsible for various operational tasks.,On-site,Vanessa Rogers,Web,Active
3034,2007-09-27,Sales Associate,Full-time,2008-07-14,6079.94,New Dawn,Retail,Sales Associate responsible for various operational tasks.,On-site,Christine Watson,Phone,Active
3035,2013-10-25,Cashier,Full-time,2014-09-18,6462.13,Lake Kristen,Technology,Cashier responsible for various operational tasks.,On-site,Michael Wolfe,Web,Active
3036,2018-11-30,Security Guard,Full-time,2019-02-17,5382.88,Jeffreytown,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Matthew Cook DDS,Web,Active
3037,2013-05-21,Office Clerk,Full-time,2013-05-30,5612.74,Toddburgh,Construction,Office Clerk responsible for various operational tasks.,Remote,Ryan Pierce,Phone,Active
3038,2005-08-26,Nurse,Full-time,2006-06-30,1186.2,New Patrick,Healthcare,Nurse responsible for various operational tasks.,On-site,Thomas Salas,Phone,Active
3039,2008-01-16,Security Guard,Full-time,2008-03-02,5909.41,Lake Brentchester,Construction,Security Guard responsible for various operational tasks.,On-site,Ashley Velazquez,Phone,Active
3040,2016-09-06,Software Engineer,Part-time,2017-05-10,2136.31,Brittanymouth,Technology,Software Engineer responsible for various operational tasks.,Remote,Vicki Mason,Email,Active
3041,2018-05-22,Office Clerk,Full-time,2018-05-21,7089.66,Collinston,Technology,Office Clerk responsible for various operational tasks.,Hybrid,Matthew Mcdowell,Web,Active
3042,2016-01-20,Warehouse Worker,Full-time,2016-08-14,3778.17,Smithchester,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Shelby Matthews,Phone,Active
3043,2015-03-30,Software Engineer,Full-time,2015-09-02,3868.89,Rivasburgh,Manufacturing,Software Engineer responsible for various operational tasks.,On-site,Kaitlin Lara,Email,Active
3044,2009-04-29,Cashier,Part-time,2009-08-08,7122.93,South John,Technology,Cashier responsible for various operational tasks.,Remote,Joseph Meyers,Web,Active
3045,2013-01-08,Cashier,Full-time,2012-12-28,3404.44,Aprilville,Finance,Cashier responsible for various operational tasks.,Hybrid,Erica Reid,Web,Active
3046,2018-06-07,Nurse,Full-time,2018-09-19,2716.64,Christopherport,Healthcare,Nurse responsible for various operational tasks.,On-site,Eric Ford,Email,Active
3047,2014-11-09,Cashier,Full-time,2015-11-02,2881.24,Leeberg,Construction,Cashier responsible for various operational tasks.,On-site,Jennifer Bruce,Phone,Active
3048,2011-04-09,Security Guard,Part-time,2011-03-19,6177.75,East Masonchester,Transportation,Security Guard responsible for various operational tasks.,Remote,Bradley Le,Web,Active
3049,2016-01-03,Security Guard,Full-time,2016-01-04,3546.29,East Andrewstad,Healthcare,Security Guard responsible for various operational tasks.,Remote,Jacob Adams,Email,Active
3050,2018-05-25,Warehouse Worker,Full-time,2018-11-05,4110.73,Rachelbury,Hospitality,Warehouse Worker responsible for various operational tasks.,Remote,Logan Owens,Email,Active
3051,2020-12-17,Nurse,Full-time,2021-02-18,7868.67,East Josephmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Melissa Bowman,Web,Active
3052,2015-04-29,Cashier,Full-time,2015-08-21,3631.2,East Christina,Manufacturing,Cashier responsible for various operational tasks.,On-site,Courtney Reynolds,Email,Active
3053,2023-11-23,Warehouse Worker,Full-time,2024-03-04,7525.3,West Karen,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Jeffrey Bailey,Web,Active
3054,2018-04-18,Warehouse Worker,Full-time,2018-04-29,2224.92,West Heather,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Julie Townsend,Email,Active
3055,2021-09-03,Mechanic,Full-time,2022-08-30,643.45,South John,Healthcare,Mechanic responsible for various operational tasks.,On-site,Jason Williams,Phone,Active
3056,2021-09-25,Sales Associate,Full-time,2022-03-17,6339.33,Port Christopherfort,Manufacturing,Sales Associate responsible for various operational tasks.,On-site,Brandon Ward,Phone,Active
3057,2017-11-26,Office Clerk,Full-time,2018-04-14,3069.04,Benjaminton,Hospitality,Office Clerk responsible for various operational tasks.,On-site,Chelsea Snyder,Email,Active
3058,2007-12-11,Mechanic,Full-time,2008-11-27,4926.25,Port Daniel,Finance,Mechanic responsible for various operational tasks.,On-site,Diana Ryan,Web,Active
3059,2024-02-09,Office Clerk,Full-time,2025-01-07,7191.73,North Brandonville,Technology,Office Clerk responsible for various operational tasks.,On-site,Aaron Brown,Phone,Active
3060,2015-02-13,Warehouse Worker,Full-time,2015-04-18,7008.74,Lisamouth,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Willie Guerrero,Phone,Active
3061,2021-02-16,Sales Associate,Full-time,2021-12-15,6568.45,Lake Beth,Retail,Sales Associate responsible for various operational tasks.,On-site,Samantha Orr,Phone,Active
3062,2019-05-29,Warehouse Worker,Full-time,2020-05-01,559.66,North Wendy,Transportation,Warehouse Worker responsible for various operational tasks.,On-site,William Sanchez,Phone,Active
3063,2008-10-29,Office Clerk,Full-time,2009-05-11,3352.16,South Timothy,Transportation,Office Clerk responsible for various operational tasks.,On-site,Robert Wood,Email,Active
3064,2010-10-02,Warehouse Worker,Full-time,2011-06-14,5261.86,Jeffersonmouth,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Donna Lewis,Phone,Active
3065,2023-12-31,Warehouse Worker,Full-time,2024-03-06,1870.35,Englishfort,Transportation,Warehouse Worker responsible for various operational tasks.,Remote,Christina Walker,Phone,Active
3066,2012-02-09,Nurse,Part-time,2012-03-25,1550.19,Bradleyhaven,Hospitality,Nurse responsible for various operational tasks.,On-site,Ronald Fischer,Web,Active
3067,2014-03-04,Warehouse Worker,Part-time,2014-10-14,4558.27,Lake Joeville,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Juan Esparza,Phone,Active
3068,2019-07-25,Warehouse Worker,Full-time,2019-10-09,860.19,Villegasview,Technology,Warehouse Worker responsible for various operational tasks.,On-site,Sharon Rodriguez,Phone,Active
3069,2014-09-24,Software Engineer,Full-time,2015-01-03,6440.38,Goodmanborough,Transportation,Software Engineer responsible for various operational tasks.,On-site,Linda Castaneda,Web,Active
3070,2016-10-05,Mechanic,Full-time,2017-02-03,7301.09,South Matthewchester,Retail,Mechanic responsible for various operational tasks.,On-site,Sandra Wade,Web,Active
3071,2023-01-10,Cashier,Full-time,2023-04-10,5254.27,Brewerborough,Construction,Cashier responsible for various operational tasks.,On-site,Micheal Peters,Web,Active
3072,2021-06-05,Software Engineer,Full-time,2022-02-22,5705.21,Dicksonburgh,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Allison Stevenson,Web,Active
3073,2007-08-05,Cashier,Full-time,2007-09-19,2347.72,Foxtown,Technology,Cashier responsible for various operational tasks.,On-site,Brent Boyd,Web,Active
3074,2012-03-18,Nurse,Full-time,2012-12-13,4869.0,Hernandezmouth,Healthcare,Nurse responsible for various operational tasks.,On-site,Ashley Santiago,Web,Active
3075,2015-01-07,Security Guard,Full-time,2015-11-15,6444.43,Danielleview,Finance,Security Guard responsible for various operational tasks.,On-site,Jimmy Morris,Web,Active
3076,2020-11-13,Office Clerk,Full-time,2021-03-20,4596.16,New Randy,Transportation,Office Clerk responsible for various operational tasks.,On-site,Hailey Rivera,Phone,Active
3077,2016-08-05,Warehouse Worker,Full-time,2017-01-16,6004.52,Carterbury,Manufacturing,Warehouse Worker responsible for various operational tasks.,On-site,Jordan Wood,Web,Active
3078,2009-07-31,Warehouse Worker,Full-time,2010-05-24,807.54,Danielsmouth,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Scott Klein,Phone,Active
3079,2008-05-20,Warehouse Worker,Part-time,2008-09-03,1163.42,North Georgemouth,Technology,Warehouse Worker responsible for various operational tasks.,Hybrid,Ryan Wilson,Web,Active
3080,2025-01-22,Warehouse Worker,Full-time,2025-07-08,7285.46,Jesusport,Hospitality,Warehouse Worker responsible for various operational tasks.,On-site,Matthew Crawford,Web,Active
3081,2021-06-23,Security Guard,Full-time,2021-07-24,1435.04,New Zacharymouth,Manufacturing,Security Guard responsible for various operational tasks.,On-site,Jeffrey Salinas,Phone,Active
3082,2021-01-10,Warehouse Worker,Full-time,2021-11-02,5959.27,Philipfort,Retail,Warehouse Worker responsible for various operational tasks.,On-site,John Johnson,Phone,Active
3083,2010-04-09,Nurse,Full-time,2010-07-27,2263.77,Lake Jefferyton,Healthcare,Nurse responsible for various operational tasks.,On-site,Bradley Fritz,Phone,Active
3084,2006-07-26,Software Engineer,Full-time,2007-03-26,2907.65,North Allisonstad,Finance,Software Engineer responsible for various operational tasks.,On-site,Vanessa Wang,Phone,Active
3085,2019-11-05,Software Engineer,Full-time,2020-01-26,4692.58,Jonesland,Healthcare,Software Engineer responsible for various operational tasks.,On-site,Michael Murillo,Web,Active
3086,2017-02-01,Cashier,Part-time,2017-04-02,2219.89,Nicholeton,Retail,Cashier responsible for various operational tasks.,On-site,Laura Dickson,Email,Active
3087,2023-02-27,Nurse,Full-time,2023-06-05,6617.7,Palmerfort,Healthcare,Nurse responsible for various operational tasks.,On-site,Angela Bennett,Phone,Active
3088,2021-03-16,Software Engineer,Full-time,2021-10-18,1769.12,West Nancy,Hospitality,Software Engineer responsible for various operational tasks.,On-site,Charles Williams,Web,Active
3089,2018-06-05,Warehouse Worker,Full-time,2018-09-04,6388.24,Michaelside,Retail,Warehouse Worker responsible for various operational tasks.,On-site,Tony Cohen,Web,Active
3090,2024-02-19,Cashier,Full-time,2024-05-16,4063.6,Port Michael,Technology,Cashier responsible for various operational tasks.,On-site,Donna Rush,Email,Active
3091,2006-10-23,Office Clerk,Full-time,2007-05-04,3261.23,Port Kevinmouth,Healthcare,Office Clerk responsible for various operational tasks.,On-site,Kimberly Hall,Web,Active
3092,2024-11-02,Warehouse Worker,Full-time,2025-01-16,5863.79,Smithmouth,Healthcare,Warehouse Worker responsible for various operational tasks.,On-site,Stephanie Berry,Web,Active
